"Id";"Title";"Body"
"19337406";"Download data from website, that requires login, with service";"<p>I'm building an application for a website that requires login. I have already implemented functionality that allows the user to login and data is downloaded and displayed.</p>&#xA;&#xA;<p>I have to use a service that will poll the server every half hour and check if new data is available. I have a few design issues and not sure what the best way to implement this is.</p>&#xA;&#xA;<ol>&#xA;<li>If the session id expires, how should I hande this in the service? </li>&#xA;<li>The user is able to manually update the application, which means the same data can be downloaded twice. How should I avoid this?</li>&#xA;<li>When the user updates it's done in a asynctask from the same activity. Should I switch this to be done in a service as well?</li>&#xA;</ol>&#xA;"
"19347257";"Android back-compatibility using v7 appcompat library";"<p>I have created a new android project in Eclipse, and I have setted this configuration:</p>&#xA;&#xA;<pre><code>Minimum required SDK: API 7&#xA;Target SDK: API 18&#xA;Compile with: API 18&#xA;Theme: Holo Light&#xA;</code></pre>&#xA;&#xA;<p>So, my application has the actionbar. Eclipse has automatically included only android-support-v4.jar.</p>&#xA;&#xA;<p>But, since <code>ActionBar class is included in the support library for compatibility with API level 7 and higher.</code> I am wondering why in my project are included only android-support-v4 library.</p>&#xA;&#xA;<p>I guess that if I don't include <strong>v7 appcompat library</strong> I can continue to show the actionbar in my application, but I can't manage or customize it using ActionBar API? Is this right?</p>&#xA;"
"19358517";"In android, when is a context different from ""this""?";"<p>I am at baby step level of programming on Android (and in Java in general). I do understand that Activity inherits from the Context class. However in every code snippet I have come across, every time a context must be mentionned, it is set to ""this"".</p>&#xA;&#xA;<p>My question is : when is a context different from ""this"" ? Could you provide an real life example of context needing to be different from ""this""?</p>&#xA;&#xA;<p>Thank you very much.</p>&#xA;"
"19459704";"Android SQLite Dump Database From Code For Error Reporting";"<p>I'm working on a diagnostic tool for one of my android programs.</p>&#xA;&#xA;<p>In essence, if a user is having issues, I'd like to do something like an SQLite <code>dump</code> (reference: <a href=""http://www.sqlite.org/sqlite.html"" rel=""nofollow"">http://www.sqlite.org/sqlite.html</a>) into a string, which I can then email. </p>&#xA;&#xA;<p>Does anyone know if there an easy way to do this from within an android program, or am I going to have interact with the android OS and run the commands that way?</p>&#xA;"
"19511610";"camera intent auto rotate to 90 degree";"<p>In my code below, I am trying to take photo using native camera and upload to server but when I take it as portrait and view it in gallery as landscape which means, its rotated to 90 degree. Pls help :-</p>&#xA;&#xA;<pre><code>Intent intent = new Intent(MediaStore.ACTION_IMAGE_CAPTURE);&#xA;&#xA;startActivityForResult(intent, REQUEST_CAMERA);&#xA;&#xA;@Override&#xA;public void onActivityResult(int requestCode, int resultCode, Intent data) {&#xA;    super.onActivityResult(requestCode, resultCode, data);&#xA;    if (resultCode == Activity.RESULT_OK) {&#xA;        if (requestCode == REQUEST_CAMERA) {&#xA;&#xA;            handleCameraPhoto();&#xA;}&#xA;private void handleCameraPhoto() {&#xA;    Intent mediaScanIntent = new Intent(&#xA;            ""android.intent.action.MEDIA_SCANNER_SCAN_FILE"");&#xA;    File f = new File(mCurrentPhotoPath);&#xA;    Uri contentUri = Uri.fromFile(f);&#xA;&#xA;    mediaScanIntent.setData(contentUri);&#xA;    getActivity().sendBroadcast(mediaScanIntent);&#xA;}&#xA;</code></pre>&#xA;&#xA;<p>How can I rotate the image before saving to SD card?</p>&#xA;"
"19537081";"How to transmit a value from Service to Activity?";"<p>I am developing an application where I have to connect to Bluetooth device on Android 4.3.</p>&#xA;&#xA;<p>I have two java file,one is the <code>DeviceControl extends Activity</code> another one is <code>BluetoothLeService extends Service</code>. </p>&#xA;&#xA;<p>I call the function in <strong>BluetoothLeService.java</strong>, and I want it return the <strong>rssi</strong> value to <strong>DeviceControl.java</strong>.</p>&#xA;&#xA;<p>I use <code>mRssi = intent.getStringExtra(EXTRAS_DEVICE_RSSI);</code> in <strong>DeviceControl.java</strong>, and it will receive the value from <strong>rssi</strong> in <strong>BluetoothLeService.java</strong>.</p>&#xA;&#xA;<p>But it always show the <strong>value is null</strong> in <strong>DeviceControl.java</strong>.</p>&#xA;&#xA;<p>Why the value of mRssi is null??</p>&#xA;&#xA;<p>This is the function in <strong>BluetoothLeService.java</strong></p>&#xA;&#xA;<pre><code>        public class BluetoothLeService extends Service {&#xA;&#xA;public final static String ACTION_RSSI_VALUE_READ = ""com.example.bluetooth.le.ACTION_RSSI_VALUE_READ"";&#xA;&#xA;                                ．&#xA;                                ．&#xA;                                ．&#xA;            public void onCharacteristicChanged(BluetoothGatt gatt, BluetoothGattCharacteristic characteristic) {&#xA;    broadcastUpdate(ACTION_DATA_AVAILABLE, characteristic);&#xA;}&#xA;&#xA;public void onReadRemoteRssi(BluetoothGatt gatt, int rssi, int status) {&#xA;    //super.onReadRemoteRssi(gatt, rssi, status);&#xA;    if(status == BluetoothGatt.GATT_SUCCESS) {&#xA;        final Intent intent = new Intent();&#xA;        intent.setAction(ACTION_RSSI_VALUE_READ);               &#xA;        broadcastUpdate(ACTION_RSSI_VALUE_READ, rssi);&#xA;            //call and send the intent and rssi to broadcastUpdate function&#xA;    }&#xA;}&#xA;&#xA;//broadcastUpdate function receive the intent and rssi value, and transmit to the DeviceControl.java by using sendBroadcast.&#xA;private void broadcastUpdate(final String action, final int rssi) {&#xA;    final Intent intent = new Intent(action);&#xA;    intent.putExtra(DeviceControl.EXTRAS_DEVICE_RSSI, rssi);&#xA;    Log.v(TAG, ""rssi action = "" + action);&#xA;    Log.v(TAG, ""RSSI = "" + rssi);&#xA;    sendBroadcast(intent);&#xA;}&#xA;&#xA;private void broadcastUpdate(final String action) {&#xA;    final Intent intent = new Intent(action);&#xA;    sendBroadcast(intent);&#xA;}&#xA;&#xA;private void broadcastUpdate(final String action, final BluetoothGattCharacteristic characteristic) {&#xA;&#xA;    final Intent intent = new Intent(action);&#xA;&#xA;    final byte[] data = characteristic.getValue();&#xA;    if (data != null &amp;&amp; data.length &gt; 0) {&#xA;        final StringBuilder stringBuilder = new StringBuilder(data.length);&#xA;        for(byte byteChar : data)&#xA;            stringBuilder.append(String.format(""%02X"", byteChar));&#xA;        intent.putExtra(EXTRA_DATA, new String(data) + ""\n"" + stringBuilder.toString());&#xA;    }&#xA;    sendBroadcast(intent);&#xA;}&#xA;</code></pre>&#xA;&#xA;<p>And the code in <strong>DeviceControl.java</strong></p>&#xA;&#xA;<p>　　　　</p>&#xA;&#xA;<pre><code>public class DeviceControl extends Activity {&#xA;&#xA;public static final String EXTRAS_DEVICE_RSSI = ""DEVICE_RSSI"";&#xA;private String mRssi;&#xA;&#xA;private final BroadcastReceiver mGattUpdateReceiver = new BroadcastReceiver() {&#xA;&#xA;    @Override&#xA;    public void onReceive(Context context, Intent intent) {&#xA;        // TODO Auto-generated method stub&#xA;        final String action = intent.getAction();&#xA;&#xA;　　　　　　　　　final Intent intent = getIntent();&#xA;                 mRssi = intent.getStringExtra(EXTRAS_DEVICE_RSSI);　//Use **mRssi** to receive the value from BluetoothLeService.java &#xA;                 Log.d(TAG, ""mRssi = "" + mRssi);&#xA;&#xA;　　　　　　　　　if(BluetoothLeService.ACTION_GATT_CONNECTED.equals(action)) {&#xA;            mConnect = true;&#xA;            updateConnectionState(R.string.connected);&#xA;            invalidateOptionsMenu();&#xA;        } else if (BluetoothLeService.ACTION_GATT_DISCONNECTED.equals(action)) {&#xA;            mConnect = false;&#xA;            updateConnectionState(R.string.disconnected);&#xA;            invalidateOptionsMenu();&#xA;        }  else if (BluetoothLeService.ACTION_RSSI_VALUE_READ.equals(action)) {&#xA;            mRssi = intent.getStringExtra(EXTRAS_DEVICE_RSSI);&#xA;            Log.v(TAG, ""mRssi == :"" + mRssi);&#xA;        }//if the action is EXTRAS_DEVICE_RSSI, receive the rssi value&#xA;    }&#xA;};&#xA;</code></pre>&#xA;&#xA;<p><strong>EDIT</strong></p>&#xA;&#xA;<p>the code in <strong>BluetoothLeService.java</strong>&#xA;modify the code of <strong>onReadRemoteRssi</strong> and <strong>broadcastUpdate</strong>.</p>&#xA;&#xA;<p>the code in <strong>DeviceControl.java</strong>&#xA;add the code of receive value from intent in <strong>onReceive</strong></p>&#xA;&#xA;<p>I see the log from log file, it has show the log message at broadcastUpdate function in <strong>BluetoothLeService.java</strong> like the following:</p>&#xA;&#xA;<pre><code>Log.v(TAG, ""rssi action = "" + action);&#xA;Log.v(TAG, ""RSSI = "" + rssi);&#xA;</code></pre>&#xA;&#xA;<p>But I didn't saw any log about <strong>action = EXTRAS_DEVICE_RSSI</strong>.&#xA;I don't know is the sendBroadcast doesn't send or the <strong>onReceive</strong> doesn't called ???</p>&#xA;"
"19912055";"GSON fromJSON Deserialization with Conditional to Exclude Specific Object Instances";"<p>Given the following JSON response:</p>&#xA;&#xA;<pre><code>{&#xA;    ""status"": ""OK"",&#xA;    ""regions"": [&#xA;        {&#xA;            ""id"": ""69"",&#xA;            ""name"": ""North Carolina Coast"",&#xA;            ""color"": ""#01162c"",&#xA;            ""hasResorts"": 1&#xA;        },&#xA;        {&#xA;            ""id"": ""242"",&#xA;            ""name"": ""North Carolina Inland"",&#xA;            ""color"": ""#01162c"",&#xA;            ""hasResorts"": 0&#xA;        },&#xA;        {&#xA;            ""id"": ""17"",&#xA;            ""name"": ""North Carolina Mountains"",&#xA;            ""color"": ""#01162c"",&#xA;            ""hasResorts"": 1&#xA;        },&#xA;        {&#xA;            ""id"": ""126"",&#xA;            ""name"": ""Outer Banks"",&#xA;            ""color"": ""#01162c"",&#xA;            ""hasResorts"": 1&#xA;        }&#xA;    ]&#xA;}&#xA;</code></pre>&#xA;&#xA;<p>I'm trying to create a List of Region objects.  Here's a very abridged version of my current code:</p>&#xA;&#xA;<pre><code>JSONObject jsonObject = new JSONObject(response);&#xA;String regionsString = jsonObject.getString(""regions"");                             &#xA;Type listType = new TypeToken&lt;ArrayList&lt;Region&gt;&gt;() {}.getType();                                &#xA;List&lt;Region&gt; regions = new Gson().fromJson(regionsString, listType);  &#xA;</code></pre>&#xA;&#xA;<p>This is all working fine.  However, I'd like to exclude the regions in the final List that hasResorts == 0.  I realize I can loop through the actual JSONObjects and check them before calling fromJSON on each region.  But I'm assuming there is a GSON specific way of doing this.</p>&#xA;&#xA;<p>I was looking at the ExclusionStrategy().  Is there a simple way to implement this to JSON deserialization?</p>&#xA;"
"19950974";"Unable to get phone number in android";"<p>I am trying to read the phone number in android.&#xA;I've tried with these codes, but i couldn't get the number.Every one is suggesting this code only,but its not working why?</p>&#xA;&#xA;<p>Suggestions please</p>&#xA;&#xA;<p>Thanks for your precious time!...</p>&#xA;&#xA;<p><strong>MainActvity.java</strong></p>&#xA;&#xA;<pre><code>btn.setOnClickListener(new OnClickListener() {&#xA;&#xA;        @Override&#xA;        public void onClick(View v) {&#xA;            // TODO Auto-generated method stub&#xA;&#xA;            TelephonyManager mTelephonyMgr = (TelephonyManager)getSystemService(Context.TELEPHONY_SERVICE);&#xA;            phonenumber = mTelephonyMgr.getLine1Number();&#xA;&#xA;    System.out.println(""&gt;&gt;&gt;----- Phone number-----"" + phonenumber);&#xA;&#xA;&#xA;        }&#xA;    });&#xA;</code></pre>&#xA;&#xA;<p><strong>Manifest.xml</strong></p>&#xA;&#xA;<pre><code>&lt;uses-permission android:name=""android.permission.READ_PHONE_STATE""/&gt;&#xA;</code></pre>&#xA;"
"19994635";"migrate to a older version of google API";"<p>Eclipse shows that my Google API is 19 and platform is 4.4 &#xA;i am getting some null pointer exceptions (similar null pointer exceptions to other people in 4.4),IN other forums it is suggested to migrate to a previous version(suspecting a bug with the current version)&#xA;how to migrate to a previous version ??&#xA;possibly to 4.2 (with steps)</p>&#xA;&#xA;<p>please help  </p>&#xA;"
"20017840";"How to combine Navigation Drawer and Spinner [like in Google+ App]";"<p>I need your advice. In Google+ App for Android, there are two elements, that I don't know how to put together. One is ""<a href=""http://developer.android.com/training/implementing-navigation/nav-drawer.html"" rel=""noreferrer"">Navigation Drawer</a>"" and second is ""<a href=""http://developer.android.com/guide/topics/ui/controls/spinner.html"" rel=""noreferrer"">Action Bar Navigation Spinner</a>"". Do you know how these two elements put together? </p>&#xA;&#xA;<p>Thank you very much for your advice!&#xA;P.S. I know, I'm lame :) (and I apologize for my English) &#xA;<img src=""https://i.stack.imgur.com/aLjaH.png"" alt=""Google+ App (Combination of NavDrawer and Spinner)""></p>&#xA;"
"20027815";"Update ListView content via JSON response without the use of service";"<p>I'm thinking about this for a while now. Well I have some ideas about this but I know it won't work. Now what I wanted to achieve is for the adapter for listView to be updated automatically while the webservice that gives a response in JSON format works on the background.</p>&#xA;&#xA;<p>Okay to give more idea I just wonder how does the facebook app pulls the updates without using the pull to refresh? I'm thinking of 1 way: they use service which runs let's say every 15 seconds and get's the updates. But can this be done on a more real time way just like on how an AJAX works?</p>&#xA;&#xA;<p>Hope someone can give an ideas on this cause I really wanted to create an app which runs on a realtime updates but doesn't require that much of a memory on the device end.</p>&#xA;"
"20167429";"Force-Close when pressing back button";"<p>I get an error if i press the Hardware-Back-Button in one of my Activitys&#xA;and I cant figure out where the error lies&#xA;Here is my code:</p>&#xA;&#xA;<pre><code>import java.io.FileNotFoundException;&#xA;import java.io.FileOutputStream;&#xA;import java.io.IOException;&#xA;&#xA;import android.app.Activity;&#xA;import android.content.Context;&#xA;import android.content.Intent;&#xA;import android.os.Bundle;&#xA;import android.view.View;&#xA;import android.widget.Button;&#xA;import android.widget.EditText;&#xA;import android.widget.ImageButton;&#xA;import android.widget.TextView;&#xA;import android.widget.Toast;&#xA;&#xA;public class NoteScreen extends Activity {&#xA;&#xA;/** Called when the activity is first created. */&#xA;private EditText mTitleText;&#xA;private EditText mBodyText;&#xA;private Long mRowId;&#xA;&#xA;@Override&#xA;public void onCreate(Bundle savedInstanceState) {&#xA;    super.onCreate(savedInstanceState);&#xA;    setContentView(R.layout.note_screen);&#xA;    setTitle(""Edit Note"");&#xA;&#xA;    mTitleText = (EditText) findViewById(R.id.title);&#xA;    mBodyText = (EditText) findViewById(R.id.note);&#xA;    ImageButton acceptButton = (ImageButton) findViewById(R.id.accept);&#xA;&#xA;    mRowId = null;&#xA;    Bundle extras = getIntent().getExtras();&#xA;    if (extras != null) {&#xA;        String title = extras.getString(NotesDbAdapter.KEY_TITLE);&#xA;        String body = extras.getString(NotesDbAdapter.KEY_BODY);&#xA;        mRowId = extras.getLong(NotesDbAdapter.KEY_ROWID);&#xA;&#xA;        if (title != null) {&#xA;            mTitleText.setText(title);&#xA;        }&#xA;&#xA;        if (body != null) {&#xA;            mBodyText.setText(body);&#xA;        }&#xA;    }&#xA;&#xA;    acceptButton.setOnClickListener(new View.OnClickListener() {&#xA;        public void onClick(View view) {&#xA;            Bundle bundle = new Bundle();&#xA;&#xA;            bundle.putString(NotesDbAdapter.KEY_TITLE,         mTitleText.getText().toString());&#xA;            bundle.putString(NotesDbAdapter.KEY_BODY, mBodyText.getText().toString());&#xA;            if (mRowId != null) {&#xA;                bundle.putLong(NotesDbAdapter.KEY_ROWID, mRowId);&#xA;            }&#xA;&#xA;            Intent mIntent = new Intent();&#xA;            mIntent.putExtras(bundle);&#xA;            setResult(RESULT_OK, mIntent);&#xA;            finish();&#xA;        }&#xA;    });&#xA;&#xA;    ImageButton cancelButton = (ImageButton) findViewById(R.id.cancel);&#xA;    cancelButton.setOnClickListener(new View.OnClickListener() {&#xA;        public void onClick(View view) {&#xA;            Intent i = new Intent(NoteScreen.this, MainActivity.class);&#xA;            startActivity(i);&#xA;            finish();&#xA;        }&#xA;    });&#xA;&#xA;&#xA;&#xA;&#xA;&#xA;    // TODO Auto-generated method stub&#xA;}&#xA;&#xA;}&#xA;</code></pre>&#xA;&#xA;<p>Here is my LogCat:</p>&#xA;&#xA;<pre><code>11-23 19:59:10.851: E/AndroidRuntime(1009): FATAL EXCEPTION: main&#xA;11-23 19:59:10.851: E/AndroidRuntime(1009): java.lang.RuntimeException: Failure delivering result ResultInfo{who=null, request=0, result=0, data=null} to activity {com.reekapps.simplenote/com.reekapps.simplenote.MainActivity}: java.lang.NullPointerException&#xA;11-23 19:59:10.851: E/AndroidRuntime(1009):     at android.app.ActivityThread.deliverResults(ActivityThread.java:3319)&#xA;11-23 19:59:10.851: E/AndroidRuntime(1009):     at android.app.ActivityThread.handleSendResult(ActivityThread.java:3362)&#xA;11-23 19:59:10.851: E/AndroidRuntime(1009):     at android.app.ActivityThread.access$1100(ActivityThread.java:141)&#xA;11-23 19:59:10.851: E/AndroidRuntime(1009):     at android.app.ActivityThread$H.handleMessage(ActivityThread.java:1282)&#xA;11-23 19:59:10.851: E/AndroidRuntime(1009):     at android.os.Handler.dispatchMessage(Handler.java:99)&#xA;11-23 19:59:10.851: E/AndroidRuntime(1009):     at android.os.Looper.loop(Looper.java:137)&#xA;11-23 19:59:10.851: E/AndroidRuntime(1009):     at android.app.ActivityThread.main(ActivityThread.java:5041)&#xA;11-23 19:59:10.851: E/AndroidRuntime(1009):     at java.lang.reflect.Method.invokeNative(Native Method)&#xA;11-23 19:59:10.851: E/AndroidRuntime(1009):     at java.lang.reflect.Method.invoke(Method.java:511)&#xA;11-23 19:59:10.851: E/AndroidRuntime(1009):     at com.android.internal.os.ZygoteInit$MethodAndArgsCaller.run(ZygoteInit.java:793)&#xA;11-23 19:59:10.851: E/AndroidRuntime(1009):     at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:560)&#xA;11-23 19:59:10.851: E/AndroidRuntime(1009):     at dalvik.system.NativeStart.main(Native Method)&#xA;11-23 19:59:10.851: E/AndroidRuntime(1009): Caused by: java.lang.NullPointerException&#xA;11-23 19:59:10.851: E/AndroidRuntime(1009):     at com.reekapps.simplenote.MainActivity.onActivityResult(MainActivity.java:171)&#xA;11-23 19:59:10.851: E/AndroidRuntime(1009):     at android.app.Activity.dispatchActivityResult(Activity.java:5293)&#xA;11-23 19:59:10.851: E/AndroidRuntime(1009):     at android.app.ActivityThread.deliverResults(ActivityThread.java:3315)&#xA;11-23 19:59:10.851: E/AndroidRuntime(1009):     ... 11 more&#xA;11-23 19:59:43.861: E/Trace(1120): error opening trace file: No such file or directory (2)&#xA;</code></pre>&#xA;&#xA;<p>Does anybody see the error? I have no Idea&#xA;Thanks in advance</p>&#xA;&#xA;<p>EDIT:</p>&#xA;&#xA;<pre><code>     @Override&#xA;    protected void onActivityResult(int requestCode, int resultCode, Intent intent) {&#xA;        super.onActivityResult(requestCode, resultCode, intent);&#xA;        Bundle extras = intent.getExtras();&#xA;        switch(requestCode) {&#xA;            case ACTIVITY_CREATE:&#xA;                String title = extras.getString(NotesDbAdapter.KEY_TITLE);&#xA;                String body = extras.getString(NotesDbAdapter.KEY_BODY);&#xA;                mDbHelper.createNote(title, body);&#xA;                fillData();&#xA;                break;&#xA;            case ACTIVITY_EDIT:&#xA;                Long rowId = extras.getLong(NotesDbAdapter.KEY_ROWID);&#xA;                if (rowId != null) {&#xA;                    String editTitle = extras.getString(NotesDbAdapter.KEY_TITLE);&#xA;                    String editBody = extras.getString(NotesDbAdapter.KEY_BODY);&#xA;                    mDbHelper.updateNote(rowId, editTitle, editBody);&#xA;                }&#xA;                fillData();&#xA;                break;&#xA;        }&#xA;    }&#xA;</code></pre>&#xA;&#xA;<p>I posted my onActivityResult, maybe the error is somewhere in there.</p>&#xA;"
"20243322";"handle android go button using phonegap";"<p>Am working in HTML5 and PhoneGap. Currently am facing an issue ; I couldn't handle the <strong>GO</strong> button of Android softkeyboad.&#xA;My Functionality is that; I have a Login button and when i enter password and click on the <strong>GO</strong> button of the keyboard it will be process the same function of Submit Button in my page. like in the Screen shot <img src=""https://i.stack.imgur.com/wPOAr.png"" alt=""enter image description here""></p>&#xA;&#xA;<p>Is there any solution for this?? When Trying like my latest code event is working but jQUERY AJAX calling is not working. :(</p>&#xA;&#xA;<p><strong>.. HTML code ..</strong></p>&#xA;&#xA;<pre><code>  &lt;div data-role=""page"" id=""page_login""&gt;&#xA;  &lt;div data-role=""header"" id=""header_login""&gt;&#xA;  &lt;img src=""images/loginheaderlogo.png"" id=""login_header_logo""&gt;&lt;br/&gt;&#xA;  &lt;img src=""images/loginheaderarrow.png"" id=""login_header_arrow""&gt;&#xA;  &lt;/div&gt;&#xA;    &lt;div data-role=""content"" id=""content_login"" class=""max_width scrolling""&gt;&#xA;    &lt;form onsubmit=""userLogin()""&gt; &lt;!--form submit--&gt;&#xA;    &lt;div id=""login_textbox_container""&gt;&#xA;    &lt;span class=""valid"" id=""username_valid""&gt;&lt;/span&gt;&#xA;    &lt;img src=""images/loginusericon.png"" id=""login_text_icon""&gt;&#xA;    &lt;label class=""input""&gt;&#xA;    &lt;span&gt;Username&lt;/span&gt;&#xA;    &lt;input type=""text"" id=""input_usersername""&gt;&#xA;    &lt;/label&gt;&#xA;    &lt;/div&gt;&#xA;    &lt;div id=""login_textbox_container""&gt;&lt;span class=""valid"" id=""password_valid""&gt;&lt;/span&gt;&#xA;    &lt;img src=""images/loginpassicon.png"" id=""login_text_icon""&gt;&#xA;    &lt;label class=""input""&gt;&#xA;    &lt;span&gt;Password&lt;/span&gt;&#xA;    &lt;input type=""number"" id=""input_password""&gt;&#xA;    &lt;/label&gt;&#xA;    &lt;/div&gt;&#xA;    &lt;div style=""text-align:center; margin-top:37px""&gt;&#xA;    &lt;div class=""main_button""  id=""login_button""&gt;&#xA;    &lt;div class=""left""&gt;&lt;/div&gt;&#xA;    &lt;div class=""center""&gt;LOGIN&lt;/div&gt;&#xA;    &lt;div class=""right""&gt;&lt;/div&gt;&#xA;    &lt;/div&gt; &#xA;    &lt;input type=""submit"" value=""Login"" id=""btnSubmit"" data-role=""none""/&gt;                    &#xA;    &lt;/div&gt;&#xA;    &lt;/form&gt;&#xA;    &lt;/div&gt;&#xA;    &lt;/div&gt;         &#xA;</code></pre>&#xA;&#xA;<p><strong>.. JS code ..</strong></p>&#xA;&#xA;<pre><code>    $(""#login_button"").on( 'click', function(event) {&#xA;    userLogin();&#xA;    });&#xA;</code></pre>&#xA;&#xA;<p><strong>.. Ajax Call ..</strong></p>&#xA;&#xA;<pre><code>    function userLogin() {&#xA;  var varData = 'username='+$('#input_usersername').val()+'&amp;password='+$('#input_password').val();&#xA;var Validation_result = UserLogin_Validation()&#xA;if(Validation_result == true) {&#xA;$("".pre_loader"").show();&#xA;setTimeout (function(){&#xA;$.ajax({&#xA;    type: ""POST"",&#xA;    url: 'http://xxx.xx.net/authenticate.php',&#xA;    data: varData,&#xA;    dataType: ""json"",&#xA;    crossDomain: true,&#xA;    cache: false,&#xA;    async: false,&#xA;    success: function (data) {&#xA;        userToken=data.token;&#xA;        localStorage.removeItem(""TOKEN"");&#xA;        localStorage.setItem(""TOKEN"",userToken);&#xA;        if(userToken!=0)&#xA;        {&#xA;            var query=[$('#input_usersername').val(),$('#input_password').val(),userToken,timeStamp];&#xA;&#xA;            obj.insertLogin(query);&#xA;        }&#xA;        else&#xA;        {&#xA;            alert('Invalid User')&#xA;            $("".pre_loader"").hide();&#xA;        }&#xA;    },&#xA;    error: OnError&#xA;});&#xA;},1000);}&#xA;    }&#xA;</code></pre>&#xA;"
"20256788";"Android shared database development";"<p>Please give me some light regarding to this situation. I'm new in android development and I don't know how to handle this. I need to have my application to be install in many Android devices at least two device. Now I want both of them to share single database at the same time because there will be data to be process by one another. I'm a full pledge ASP.Net programmer so my mindset regarding this situation is to build a host device then the other one will connect to the same network as where the host is connected or is there any other way how this two can be connected then share the same database.</p>&#xA;&#xA;<p>Thanks in Advance.</p>&#xA;"
"20278610";"Check Enter Time is in Between Two Time Range in android";"<p>Hello Friends i set time from time picker dialog so i want to check this time is in between specific range time or not. </p>&#xA;&#xA;<p><strong>My Time Range is  11:30 am to 10:00 pm</strong></p>&#xA;&#xA;<p>so i want to check that my enter time is in between 11:30 am to 10:00 pm or not.</p>&#xA;&#xA;<p><strong>my code is as below.</strong></p>&#xA;&#xA;<pre><code>Calendar mCalendarOpeningTime;&#xA;Calendar mCalendarClosingTime;&#xA;Calendar finalTime;&#xA; int hour,min;&#xA;private TimePickerDialog.OnTimeSetListener timePickerListener = new TimePickerDialog.OnTimeSetListener() {&#xA;    public void onTimeSet(TimePicker view, int selectedHour,&#xA;            int selectedMinute) {&#xA;        hour = selectedHour;&#xA;        min = selectedMinute;&#xA;        finalTime = Calendar.getInstance();&#xA;        finalTime.set(Calendar.HOUR_OF_DAY, selectedHour);&#xA;        finalTime.set(Calendar.MINUTE, selectedMinute);&#xA;        mStringGetTime = String.valueOf(DateFormat.format(""h:mm aa"",finalTime));&#xA;&#xA;&#xA;    }&#xA;};&#xA;</code></pre>&#xA;&#xA;<p><strong>And i set opening time and closing time value as follow</strong></p>&#xA;&#xA;<pre><code>    mCalendarOpeningTime.set(11,30);&#xA;    mCalendarClosingTime.set(10,00);&#xA;</code></pre>&#xA;&#xA;<p><strong>In my submit button click i set following code</strong> </p>&#xA;&#xA;<pre><code>if(finalTime.after(mCalendarOpeningTime) &amp;&amp; finalTime.before(mCalendarClosingTime))&#xA;                    {&#xA;                    System.out.println(""Your time is in range"");&#xA;                    }&#xA;                    else&#xA;                    {&#xA;                        System.out.println(""Your time is not in range"");&#xA;                    }&#xA;</code></pre>&#xA;&#xA;<p>so when i submit it it print message every time as <strong>your time is not in range</strong>  any idea how can i solve it?</p>&#xA;"
"20314819";"AMR-NB support in javacv -> ffmpeg";"<p>I am trying to use AMR_NB Codec in JavaCV Android but having problems:</p>&#xA;&#xA;<p>This is the code i run:</p>&#xA;&#xA;<pre><code>avcodec.avcodec_register_all();&#xA;avformat.av_register_all();&#xA;AVCodec mCodec = avcodec.avcodec_find_encoder(avcodec.AV_CODEC_ID_AMR_NB);&#xA;</code></pre>&#xA;&#xA;<p>Output: The mCodec is null but if I pass avcodec.AV_CODEC_ID_AAC than mCodec is not null</p>&#xA;&#xA;<p>I am assuming that I have to recompile ffmpeg with --enable-libopencore-amrnb. So, I downloaded Android NDKr9+ffmpeg-2.0.2+last_stable_x264 and added them to javacv-cppjars folder, I have also installed opencore-amr library in /usr/local. In ffmpeg-2.0.2-android-arm.patch i added the --enable-libopencore-amrnb flag and run following command in terminal</p>&#xA;&#xA;<pre><code>ANDROID_NDK=/Users/android-ndk-r9b/ FFMPEG_VERSION=2.0.2 ./build_ffmpeg-android-arm.sh&#xA;</code></pre>&#xA;&#xA;<p>The script runs but the libs are not generated and the jar is empty but if I remove the --enable-libopencore-amrnb flag back then the libs are generated successfully, Please advise what am I doing wrong? What should I do? Any help would be greatly appreciated!</p>&#xA;&#xA;<p>by the way, I am using mac-osx</p>&#xA;&#xA;<p>Thanks.</p>&#xA;"
"20416927";"How to save Sqlite Data in Pdf format";"<p>I have some set of sqlite data,i.e i have one table,and this table i am displying in      one activity.This record I have to save in pdf format and email to another person.If any one know to save data in pdf fromat so that I can  mail this pdf to whome whatever I want, then please suggest me.</p>&#xA;&#xA;<p>Thanks in advance...</p>&#xA;"
